name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Ford,2008,100000,Diesel,Individual,Manual,Second Owner,17,1405,70,5,120000
Honda,2015,80000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,600000
Nissan,2008,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,135000
Honda,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,550000
BMW,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,385000
Honda,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,800000
BMW,2016,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,780000
BMW,2008,195000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,100000
Nissan,2017,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,650000
Nissan,2004,50000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,50000
Nissan,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,425000
Ford,2015,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,500000
Honda,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,590000
BMW,2016,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,459999
Honda,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,578000
Ford,2012,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,550000
Honda,2013,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,465000
Nissan,2018,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,890000
Ford,2014,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65,5,250000
BMW,2018,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67,5,420000
Ford,2017,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,550000
Toyota,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,270000
Honda,2018,7800,Petrol,Individual,Automatic,First Owner,22,1197,81.8,5,700000
BMW,2017,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,500000
Toyota,2019,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7,1250000
Honda,2013,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,320000
Honda,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,700000
Toyota,2015,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,290000
Honda,2012,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5,550000
Ford,2012,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,265000
Nissan,2018,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,830000
Honda,2017,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,800000
Nissan,2011,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,160000
Honda,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,335000
Toyota,2017,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67,5,329000
Honda,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,775000
Toyota,2020,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,524000
Ford,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,245000
Ford,2012,93000,Petrol,Individual,Manual,Second Owner,17,1197,80,5,275000
Ford,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,610000
Toyota,2015,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,615000
BMW,2014,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,684000
Honda,2014,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,680000
Nissan,2014,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,500000
Honda,2014,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,520000
Nissan,2012,140000,Diesel,Individual,Manual,Second Owner,,,,,390000
BMW,2012,135000,Diesel,Individual,Manual,Third Owner,,,,,434999
BMW,2010,166000,Diesel,Individual,Manual,Second Owner,,,,,350000
Ford,2018,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5,675000
Nissan,2011,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143,167.62,5,1350000
Nissan,2011,80000,Diesel,Individual,Automatic,First Owner,15.8,2148,170,5,1350000
Nissan,2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,675000
Nissan,2016,30000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,5,725000
Honda,2019,15000,Diesel,Individual,Manual,First Owner,20,1497,115,5,1200000
Honda,2018,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88,5,650000
Honda,2019,16500,Petrol,Dealer,Manual,First Owner,17,1197,110,5,1090000
Toyota,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,1100000
Ford,2017,48000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,670000
Nissan,2018,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,780000
Nissan,2017,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,720000
Honda,2018,52000,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5,610000
BMW,2017,29000,Diesel,Individual,Manual,First Owner,22,1498,108.495,5,600000
Ford,2016,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,535000
BMW,2009,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,142000
Ford,2017,23000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,515000
BMW,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67,5,335000
Ford,2017,60000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,957000
Honda,2017,127000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,605000
Ford,2013,140000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,316000
BMW,2019,5000,Petrol,Individual,Manual,First Owner,20,999,72,7,675000
Ford,2015,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,520000
Nissan,2011,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,265000
BMW,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74,5,395000
BMW,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74,5,385000
Nissan,2009,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5,142000
Toyota,2009,35000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,160000
BMW,2012,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69,5,180000
Honda,2013,42462,Petrol,Dealer,Manual,First Owner,16.8,1497,116.3,5,480000
Nissan,2015,54723,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5,470000
BMW,2018,20375,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,480000
Toyota,2013,43978,Diesel,Dealer,Manual,Second Owner,28.4,1248,74,5,450000
Toyota,2017,28832,Diesel,Dealer,Manual,First Owner,23.4,1248,74,5,520000
Ford,2019,3177,Petrol,Dealer,Manual,First Owner,18.5,1194,94.93,5,700000
Toyota,2015,39414,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,5,400000
Honda,2012,30078,Petrol,Dealer,Manual,First Owner,15.3,1396,70,5,200000
Honda,2012,44588,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5,250000
Toyota,2015,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,400000
Ford,2013,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,5,371000
BMW,2016,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,450000
BMW,2016,112879,Diesel,Dealer,Manual,Second Owner,23,1498,98.96,5,570000
BMW,2013,80000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5,300000
Honda,2017,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,620000
Nissan,2018,10200,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,949000
Honda,2018,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,750000
Toyota,2017,20000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,350000
Toyota,2017,60000,Diesel,Individual,Manual,First Owner,16,2179,140,7,1250000
Ford,2016,30000,Petrol,Individual,Manual,Third Owner,23.01,999,67,5,270000
Toyota,2013,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,235000
Honda,2016,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,500000
Toyota,2012,111000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,220000
BMW,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5,380000
BMW,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,160000
BMW,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,160000
Toyota,2017,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,339000
Toyota,2011,100000,Petrol,Individual,Manual,First Owner,15.3,1596,99.6,5,229999
Honda,2016,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6,400000
BMW,2018,25000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5,470000
Nissan,2003,58000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,45000
Toyota,2019,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,5,575000
Ford,2019,1300,Petrol,Individual,Manual,First Owner,22.5,999,67,5,325000
BMW,1997,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,50000
Ford,2014,15000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,350000
BMW,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5,2711000
Nissan,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,5150000
Nissan,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,3200000
Toyota,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
BMW,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3800000
BMW,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
BMW,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Toyota,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,740000
Ford,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Ford,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,650000
Toyota,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Honda,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,600000
Honda,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,450000
Honda,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5400000
Honda,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5500000
Toyota,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,779000
Toyota,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Nissan,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,2475000
Toyota,2016,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,300000
Toyota,2014,150000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,540000
Ford,2018,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,580000
Nissan,2015,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,1000000
Toyota,2017,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74,5,459999
Nissan,2015,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,635000
Ford,2014,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,650000
Toyota,2013,116000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5,525000
Ford,2015,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,5,350000
Ford,2008,175802,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,320000
Honda,2006,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,8,450000
Toyota,2011,73840,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,5,227000
Nissan,2011,162000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,8,325000
Toyota,2018,20000,Petrol,Individual,Automatic,First Owner,23,999,67,5,275000
Nissan,2013,75000,Petrol,Individual,Manual,Third Owner,18.9,1197,82,5,300000
BMW,2011,320000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8,400000
Nissan,2015,120000,Diesel,Individual,Manual,Second Owner,20.34,1498,103.2,5,550000
Toyota,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,550000
Toyota,2017,40000,Diesel,Individual,Automatic,First Owner,21.66,1498,108.6,5,900000
Toyota,2010,20000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,165000
Honda,2014,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,210000
BMW,2016,30000,Diesel,Individual,Manual,First Owner,19.64,1461,108.45,5,650000
BMW,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7,680000
BMW,2019,25000,Petrol,Individual,Manual,First Owner,23.01,999,67,5,390000
Honda,2016,80000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,260000
Honda,2013,67000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,450000
BMW,2008,120000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,130000
Nissan,2019,9000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,890000
BMW,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3800000
Ford,2010,80000,Petrol,Individual,Manual,Second Owner,14,1595,102,5,225000
BMW,2018,60000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,3200000
BMW,2010,120000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5,210000
Honda,2014,60000,Diesel,Individual,Automatic,First Owner,11,2982,170.3,7,3500000
Ford,2014,80000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,750000
BMW,2011,120000,Diesel,Individual,Manual,Second Owner,12.2,2499,80,10,350000
Nissan,2019,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799,139.46,5,2000000
Toyota,2017,26442,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,270000
Ford,2017,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7,700000
Toyota,2010,28000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,130000
BMW,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,650000
Ford,2005,39000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,55000
Toyota,2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67,5,475000
Nissan,2013,50000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,325000
Ford,2017,40000,Petrol,Individual,Automatic,First Owner,19,1199,88.7,5,615000
Toyota,2015,15000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,390000
BMW,2019,15000,Petrol,Individual,Automatic,First Owner,22,1197,81.8,5,650000
Toyota,2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,440000
Nissan,2014,70000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5,600000
Honda,2012,80000,Petrol,Individual,Manual,First Owner,16.2,995,62.1,5,170000
BMW,2013,80000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,499000
Honda,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,525000
Honda,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,580000
BMW,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,420000
Honda,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,1300000
Honda,2016,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,800000
Toyota,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,600000
Ford,2017,50000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,400000
Nissan,2017,65000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,700000
Honda,2017,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5,800000
Ford,2015,90000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,600000
Toyota,2016,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,580000
BMW,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,350000
Ford,2011,147000,Diesel,Individual,Manual,First Owner,20,1399,68,5,204999
Ford,2017,20000,Diesel,Individual,Manual,First Owner,16,2179,140,7,1350000
Toyota,2009,120000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,310000
Toyota,2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,700000
Honda,2016,69000,Diesel,Individual,Manual,Second Owner,25.83,1498,99,5,459999
Ford,2017,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,860000
Honda,2012,97000,LPG,Individual,Manual,Third Owner,19,1086,68.1,5,275000
Toyota,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,390000
Ford,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,1525000
Honda,2005,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,5,110000
Toyota,2017,10000,Petrol,Dealer,Manual,First Owner,23.1,998,67.04,5,484999
Ford,2018,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,4,5830000
Nissan,2012,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,185000
Nissan,2018,40142,Diesel,Dealer,Manual,First Owner,24.4,1120,71,5,665000
Honda,2019,9400,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,721000
Honda,2016,62000,Diesel,Dealer,Manual,First Owner,25.32,1198,77,5,390000
Ford,2011,90000,Diesel,Dealer,Manual,First Owner,18.8,1248,90,5,190000
BMW,2019,12584,Diesel,Dealer,Manual,First Owner,16.55,2498,105,6,975000
Honda,2016,49000,Petrol,Dealer,Manual,First Owner,19.02,1198,67.05,5,275000
Ford,2016,32000,Petrol,Dealer,Manual,First Owner,24.7,796,47.3,5,315000
Honda,2019,4300,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,5,685000
Honda,2019,14548,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5,595000
Ford,2018,44772,Diesel,Dealer,Manual,Second Owner,23,1498,98.96,5,900000
Ford,2018,48500,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,950000
Honda,2016,38000,Petrol,Dealer,Manual,First Owner,24.7,796,47.3,5,275000
Toyota,2017,28782,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,570000
Toyota,2018,28451,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,700000
Nissan,2018,36500,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,910000
Nissan,2018,44885,Diesel,Dealer,Manual,First Owner,26.59,1248,74,5,751000
Ford,2014,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,225000
Honda,2009,110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5,135000
Toyota,2017,79000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,825000
Toyota,2015,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,7,1650000
Honda,2018,50000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,875000
Honda,2016,81000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,5,650000
BMW,2019,22000,Petrol,Dealer,Automatic,First Owner,16,1368,160,5,1450000
Toyota,2017,41000,Diesel,Dealer,Manual,First Owner,20.5,1582,126.2,5,975000
BMW,2019,50000,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,7,925000
Nissan,2016,66000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.8,7,725000
Honda,2013,65000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.76,7,550000
Ford,2014,76000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,550000
BMW,2013,95000,Diesel,Dealer,Manual,First Owner,12.8,2494,102,7,750000
Toyota,2013,55000,Petrol,Dealer,Manual,Second Owner,17,1497,118,5,475000
BMW,2017,65000,Petrol,Dealer,Manual,First Owner,19.02,1198,67.05,7,325000
Nissan,2017,76000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,725000
Honda,2018,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,7,775000
Ford,2017,70000,Diesel,Dealer,Manual,First Owner,23.4,1248,74,5,625000
Honda,2009,56000,Petrol,Dealer,Manual,Second Owner,,,,,195000
BMW,2014,89000,Diesel,Dealer,Manual,First Owner,22.9,1248,74,5,470000
Honda,2017,98000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7,1750000
Toyota,2016,90000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7,1650000
Ford,2018,70000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,1050000
Nissan,2013,57000,Diesel,Individual,Manual,First Owner,22.9,1248,74,5,380000
Honda,2017,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,650000
BMW,2016,49200,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,275000
Honda,2009,125000,Petrol,Individual,Manual,Second Owner,13.5,1799,130,5,220000
Nissan,2008,60000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,200000
Honda,2015,120000,Petrol,Individual,Manual,Second Owner,15.37,1196,73,5,315000
Toyota,2004,110000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,90000
Nissan,2007,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5,120000
Nissan,2006,168000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90000
Ford,2018,30000,Diesel,Individual,Manual,First Owner,16,2179,140,7,1500000
Toyota,2015,60000,Diesel,Individual,Manual,First Owner,24,1120,70,5,370000
Toyota,2016,131111,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,595000
Ford,2007,120000,Diesel,Individual,Manual,Second Owner,19.2,1461,65,5,150000
Honda,2012,58400,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,400000
Ford,2016,23400,Petrol,Individual,Manual,Second Owner,23.95,998,67.1,5,310000
BMW,2018,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,385000
Nissan,2005,158107,Petrol,Individual,Manual,Second Owner,,,,,105000
Nissan,2014,90000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7,750000
Honda,2019,3010,Petrol,Individual,Automatic,First Owner,20.3,1086,68,5,521000
Ford,2010,80000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5,180000
Honda,2011,155000,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5,220000
BMW,1998,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,40000
Nissan,2018,4000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,540000
Honda,2007,35000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,140000
Toyota,2003,121000,Petrol,Individual,Manual,First Owner,17.3,993,60,5,200000
Honda,2015,110000,Diesel,Individual,Manual,Second Owner,22.77,1498,98.59,5,650000
Toyota,2010,170000,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5,229999
Ford,2010,175000,Diesel,Individual,Manual,Third Owner,17.8,1248,75,5,305000
Ford,2018,30000,Diesel,Individual,Manual,First Owner,16,1997,140,7,1400000
Nissan,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68,5,200000
Ford,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68,5,200000
Honda,2010,77088,Diesel,Individual,Manual,First Owner,14,2489,95,8,465000
Honda,2011,110000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.1,5,210000
Nissan,2016,136511,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,570000
Ford,2015,80000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,570000
BMW,2015,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,650000
Toyota,2016,36000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,620000
Ford,2012,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,250000
Toyota,2011,50000,Diesel,Individual,Automatic,First Owner,17.05,1995,184,5,1000000
Toyota,2012,60000,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,300000
Toyota,2013,82500,Diesel,Individual,Manual,First Owner,20.3,1248,75,5,300000
Ford,2018,30000,Diesel,Individual,Manual,Second Owner,23,1498,98.96,5,810000
Toyota,2011,100000,Diesel,Individual,Manual,Third Owner,18.3,1991,147.9,5,270000
BMW,2015,70000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,470000
Toyota,2017,85000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,5,400000
Toyota,2014,60000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,300000
Honda,2015,20000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5,170000
Honda,2014,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,455999
BMW,2009,100000,Diesel,Individual,Manual,Second Owner,13,2489,95,8,121000
BMW,2002,75000,Petrol,Individual,Manual,Second Owner,,,,,35000
Honda,2005,100000,Petrol,Individual,Manual,First Owner,,,,,85000
Nissan,2016,80000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5,650000
Nissan,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,350000
Ford,2013,139000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,125000
Nissan,2005,90000,Petrol,Individual,Automatic,Second Owner,19.7,796,46.3,5,80000
Honda,2009,120000,Petrol,Individual,Manual,First Owner,,,,,120000
Honda,2008,100000,Petrol,Individual,Manual,First Owner,17.7,1497,78,5,250000
Ford,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,225000
Ford,2007,105000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7,215000
Honda,2017,40000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5,450000
Toyota,2017,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,509999
Honda,2015,36710,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,245000
Nissan,2018,50000,Diesel,Individual,Manual,First Owner,23.5,909,45,8,400000
BMW,2016,28180,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,620000
Nissan,2017,44000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,650000
BMW,2019,15000,Diesel,Individual,Manual,First Owner,17,1956,138.1,5,1700000
BMW,2019,4000,Petrol,Individual,Manual,First Owner,19.72,1198,67,7,590000
Honda,2014,30000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,370000
Nissan,2013,15000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,350000
Nissan,2017,20000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,580000
Ford,2018,56000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,450000
Toyota,2017,19000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,600000
